ltable_id,ltable_title,rtable_id,rtable_title
2856,Where the Buffalo Roam,28044,Where the Buffalo Roam
3268,Terror Train,28076,Terror Train
616,Sabrina,28082,Sabrina
3260,Sabrina,28084,Sabrina
2695,When We Were Kings,28098,When We Were Kings
2029,Return to Oz,28101,Return to Oz
3714,Return to Me,28106,Return to Me
2425,The Return of the Pink Panther,28143,The Return of the Pink Panther
434,The Return of the Living Dead,28146,The Return of the Living Dead
2662,Return of the Living Dead II,28147,Return of the Living Dead Part II
1165,Terms of Endearment,28159,Terms of Endearment
779,The Terminator,28161,The Terminator
3418,Terminator 3: Rise of the Machines,28168,Terminator 3: Rise of the Machines
473,When Harry Met Sally...,28181,When Harry Met Sallyâ€¦
2442,The Terminal,28202,The Terminal
3516,When a Stranger Calls,28206,When a Stranger Calls
905,"What's Up, Doc?",28218,"What's Up, Doc?"
2294,Restrepo,28230,Restrepo
3897,Tequila Sunrise,28244,Tequila Sunrise
1703,What's Eating Gilbert Grape,28250,What's Eating Gilbert Grape
1792,Tender Mercies,28284,Tender Mercies
1505,The Tenant,28287,The Tenant
4237,Tenacious D in The Pick of Destiny,28292,Tenacious D in: The Pick of Destiny
961,The Ten Commandments,28319,The Ten Commandments
230,Reservoir Dogs,28341,Reservoir Dogs
2776,Resident Evil,28343,Resident Evil
2241,The Rescuers,28347,The Rescuers
3378,The Rescuers Down Under,28348,The Rescuers Down Under
2669,What Dreams May Come,28369,What Dreams May Come
526,Requiem for a Dream,28382,Requiem for a Dream
1420,Repo Man,28385,Repo Man
1561,What About Bob?,28405,What About Bob?
2782,The Replacements,28416,The Replacements
3538,The Replacement Killers,28417,The Replacement Killers
2541,Rent,28433,Rent
3353,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,28440,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
1179,Westworld,28443,Westworld
1318,Wet Hot American Summer,28448,Wet Hot American Summer
1053,Teenage Mutant Ninja Turtles,28471,Teenage Mutant Ninja Turtles
2059,Teen Wolf,28479,Teen Wolf
493,West Side Story,28481,West Side Story
1993,Remo Williams: The Adventure Begins,28496,Remo Williams: The Adventure Begins
3921,We're the Millers,28497,We're the Millers
1320,Remember the Titans,28509,Remember the Titans
3690,Wendy and Lucy,28523,Wendy and Lucy
2949,Ted,28525,Ted
778,The Remains of the Day,28546,The Remains of the Day
1258,Team America: World Police,28555,Team America: World Police
4054,Tears of the Sun,28556,Tears of the Sun
3221,Religulous,28574,Religulous
327,Taxi Driver,28618,Taxi Driver
3759,Reign Over Me,28621,Reign Over Me
1076,Weird Science,28634,Weird Science
4189,Reign of Fire,28647,Reign of Fire
3115,Regarding Henry,28661,Regarding Henry
3253,Weekend at Bernie's,28680,Weekend at Bernie's
3475,Weekend,28681,Weekend
1691,The Wedding Singer,28690,The Wedding Singer
1889,The Ref,28700,The Ref
2362,Tarzan,28702,Tarzan
1749,Reds,28727,Reds
2770,Taps,28739,Taps
2835,Tape,28742,Tape
4242,The Wedding Banquet,28750,The Wedding Banquet
1535,Wedding Crashers,28753,Wedding Crashers
2572,Redbelt,28765,Redbelt
2964,Red State,28768,Red State
4111,Red Sonja,28771,Red Sonja
2323,Tango & Cash,28786,Tango & Cash
3429,We Were Soldiers,28792,We Were Soldiers
1427,Tangled,28797,Tangled
780,The Red Shoes,28801,The Red Shoes
617,Red River,28809,Red River
3493,We Bought a Zoo,28841,We Bought a Zoo
2447,Talladega Nights: The Ballad of Ricky Bobby,28856,Talladega Nights: The Ballad of Ricky Bobby
3334,Red Heat,28882,Red Heat
3198,Red Dragon,28889,Red Dragon
2167,Talk Radio,28890,Talk Radio
1972,Wayne's World 2,28902,Wayne's World 2
188,Wayne's World,28903,Wayne's World
3136,The Way We Were,28905,The Way We Were
1562,Red Dawn,28913,Red Dawn
4244,Red Cliff II,28918,Red Cliff
3885,Tales from the Darkside: The Movie,28921,Tales from the Darkside: The Movie
2989,Tales from the Crypt: Demon Knight,28924,Tales from the Crypt: Demon Knight
1503,The Talented Mr. Ripley,28928,The Talented Mr. Ripley
2108,The Way of the Gun,28934,The Way of the Gun
1570,The Way Way Back,28936,The Way Way Back
3020,Waxwork,28941,Waxwork
2467,RED,28959,Red
74,The Taking of Pelham One Two Three,28966,The Taking of Pelham One Two Three
2326,The Waterboy,28982,The Waterboy
474,Watchmen,29009,Watchmen
1264,Take the Money and Run,29031,Take The Money And Run
1681,Take Shelter,29036,Take Shelter
501,Rebecca,29078,Rebecca
118,Rear Window,29081,Rear Window
1939,Reality Bites,29085,Reality Bites
3958,Real Steel,29094,Real Steel
91,The Warriors,29109,The Warriors
884,Real Genius,29117,Real Genius
4205,Tae Guk Gi: The Brotherhood of War,29133,Tae Guik Gi: The Brotherhood of War
818,Warrior,29149,Warrior
2518,The Reader,29157,The Reader
1208,Re-Animator,29164,Re-Animator
1286,WarGames,29182,WarGames
3956,Warm Bodies,29183,Warm Bodies
2855,Ray,29196,Ray
4140,Raw Deal,29197,Raw Deal
1366,Ravenous,29233,Ravenous
398,Ratatouille,29250,Ratatouille
3248,War of the Worlds,29260,War of the Planets
2543,The War of the Roses,29263,The War of the Roses
3248,War of the Worlds,29264,War of the Worlds
2464,War Horse,29271,War Horse
4259,Rare Exports: A Christmas Tale,29279,Rare Exports: A Christmas Tale
3803,Ransom,29318,Ransom
2959,Von Ryan's Express,29329,Von Ryan's Express
1269,Volver,29333,Volver
375,The Usual Suspects,29347,The Usual Suspects
3620,The Wanderers,29353,The Wanderers
2869,Rango,29372,Rango
2180,Used Cars,29391,Used Cars
1765,Waltz with Bashir,29401,Waltz with Bashir
963,Ran,29411,Ran
3660,Urban Cowboy,29436,Urban Cowboy
3603,Upstream Color,29439,Upstream Color
2246,The Curse of the Were-Rabbit,29442,Wallace & Gromit: The Curse of the Were-Rabbit
922,Wall Street,29446,Wall Street
2353,Rambo: First Blood Part II,29464,Rambo: First Blood Part II
3406,Rambo,29465,Rambo
793,Up in the Air,29493,Up in the Air
1278,Up in Smoke,29516,Up in Smoke
308,Up,29542,Up
22,The Untouchables,29545,The Untouchables
4015,A Walk to Remember,29551,A Walk to Remember
677,Walk the Line,29554,Walk the Line
1415,Man on the Moon,29570,A Walk on the Moon
3758,Walk Hard: The Dewey Cox Story,29607,Walk Hard: The Dewey Cox Story
4085,Raising Cain,29635,Raising Cain
292,Raising Arizona,29638,Raising Arizona
3545,Vision Quest,29640,Vision Quest
2404,Waking Ned Devine,29670,Waking Ned Devine
882,Waking Life,29674,Waking Life
1787,Zoolander,29686,Zoolander
2187,The Rainmaker,29695,The Rainmaker
65,Rain Man,29707,Rain Man
2199,Waitress,29740,Waitress
70,Raiders of the Lost Ark,29757,Raiders of the Lost Ark
4011,Ragtime,29761,Ragtime
2746,Waiting...,29802,Waiting...
346,Wait Until Dark,29804,Wait Until Dark
173,Zombieland,29819,Zombieland
1072,Raging Bull,29824,Raging Bull
2450,Wag the Dog,29863,Wag the Dog
1336,Zodiac,29882,Zodiac
3199,Radio Flyer,29895,Radio Flyer
1380,Radio Days,29898,Radio Days
3728,The Village,29908,The Village
3439,The Vikings,29915,The Vikings
2254,Rachel Getting Married,30016,Rachel Getting Married
3009,A View to a Kill,30031,A View to a Kill
2084,Zero Effect,30063,Zero Effect
3446,You've Got Mail,30068,You've Got Mail
763,Zero Dark Thirty,30073,Zero Dark Thirty
3687,Rabbit-Proof Fence,30089,Rabbit-Proof Fence
2252,Rabbit Hole,30094,Rabbit Hole
212,Videodrome,30101,Videodrome
416,Zelig,30136,Zelig
4055,Your Friends & Neighbors,30142,Your Friends and Neighbors
3901,The Young Victoria,30153,The Young Victoria
3481,Victory,30166,Victory
1519,Young Sherlock Holmes,30207,Young Sherlock Holmes
1753,Young Mr. Lincoln,30215,Young Mr. Lincoln
1477,Vicky Cristina Barcelona,30219,Vicky Cristina Barcelona
3526,Young Guns II,30245,Young Guns II
1783,Young Guns,30247,Young Guns
805,Young Frankenstein,30252,Young Frankenstein
4222,Untamed Heart,30257,Untamed Heart
2189,Zack and Miri Make a Porno,30271,Zack and Miri Make a Porno
3915,Unstoppable,30281,Unstoppable
2496,Young Adult,30301,Young Adult
1136,You Only Live Twice,30338,You Only Live Twice
3415,Very Bad Things,30344,Very Bad Things
406,Vertigo,30345,Vertigo
605,You Can't Take It with You,30369,You Can't Take It With You
1534,You Can Count on Me,30403,You Can Count on Me
92,The Verdict,30418,The Verdict
3057,Vera Drake,30419,Vera Drake
2344,Vera Cruz,30422,Vera Cruz
3264,Universal Soldier,30452,Universal Soldier
263,Yojimbo,30466,Yojimbo
2046,United 93,30481,United 93
2517,Velvet Goldmine,30499,Velvet Goldmine
2314,The Uninvited,30509,The Uninvited
1840,Yi Yi,30520,Yi Yi
403,Unforgiven,30546,Unforgiven
3497,Yes Man,30579,Yes Man
3477,Varsity Blues,30585,Varsity Blues
3726,Unfaithful,30588,Unfaithful
4116,The Vanishing,30615,The Vanishing
2876,Vanilla Sky,30625,Vanilla Sky
2644,Underworld,30633,Underworld
1164,Vampyr,30662,Vampyr
2842,Vampires,30698,Vampires
913,Under the Skin,30745,Under the Bed
2696,Under Siege,30754,Under Siege
2466,Valley Girl,30757,Valley Girl
3224,Valkyrie,30762,Valkyrie
639,Yankee Doodle Dandy,30779,Yankee Doodle Dandy
3204,Uncommon Valor,30819,Uncommon Valor
1190,Uncle Buck,30843,Uncle Buck
121,Unbreakable,30863,Unbreakable
1488,The Unbearable Lightness of Being,30876,The Unbearable Lightness of Being
739,UHF,30922,UHF
3961,U2: Rattle and Hum,30939,U2: Rattle and Hum
3614,U.S. Marshals,30944,U.S. Marshals
2817,X-Men: The Last Stand,31002,X-Men: The Last Stand
3408,X-Men Origins: Wolverine,31003,X-Men Origins: Wolverine
296,X-Men: First Class,31004,X-Men: First Class
62,X-Men: Days of Future Past,31005,X-Men: Days of Future Past
