ltable_id,ltable_title,rtable_id,rtable_title
1347,Man on Fire,13768,Man on Fire
1537,Pat Garrett & Billy the Kid,13774,Pat Garrett and Billy the Kid
3108,Ali,13810,Ali
3217,Indiscreet,13813,Indiscreet
3615,Indie Game: The Movie,13818,Indie Game: The Movie
1150,Deliverance,13850,Deliverance
2586,Godzilla,13858,Godzilla
59,Five Easy Pieces,13876,Five Easy Pieces
2941,Journey to the Center of the Earth,13906,Journey to the Center of the Earth
4283,The Journey of Natty Gann,13918,The Journey of Natty Gann
3876,Nick of Time,13927,Nick of Time
3374,Nick and Norah's Infinite Playlist,13928,Nick and Norah's Infinite Playlist
2320,Niagara,13931,Niagara
3622,Battle for the Planet of the Apes,13951,Battle for the Planet of the Apes
3175,*batteries not included,13961,*batteries not included
2242,Man of Steel,13972,Man of Steel
2396,The Man in the White Suit,13975,The Man in the White Suit
4195,The Legend of Bagger Vance,14001,The Legend of Bagger Vance
3095,Alfie,14004,Alfie
2833,Alexander Nevsky,14009,Alexander. Nevsky Battle
967,Indiana Jones and the Temple of Doom,14015,Indiana Jones and the Temple of Doom
198,Indiana Jones and the Last Crusade,14016,Indiana Jones and the Last Crusade
3753,The Indian Runner,14018,The Indian Runner
1500,Gods and Monsters,14043,Gods and Monsters
55,The Godfather,14046,The Godfather
1761,The Godfather: Part III,14047,The Godfather: Part III
102,The Godfather: Part II,14048,The Godfather: Part II
3403,Kinsey,14084,Kinsey
1781,Only Angels Have Wings,14117,Only Angels Have Wings
3855,Batman: Year One,14126,Batman Year One
2292,Batman: The Movie,14134,Batman - The Movie
2549,Batman: Under the Red Hood,14135,Batman: Under the Red Hood
3805,"Batman: The Dark Knight Returns, Part 2",14138,"Batman: The Dark Knight Returns, Part 2"
3662,"Batman: The Dark Knight Returns, Part 1",14142,"Batman: The Dark Knight Returns, Part 1"
3500,The Man in the Moon,14143,The Man in the Moon
2449,The Man in the Iron Mask,14150,The Man in the Iron Mask
3243,The Man from U.N.C.L.E.,14158,The Man From U.N.C.L.E.
2012,A Passage to India,14172,A Passage to India
3977,Legally Blonde,14176,Legally Blonde
942,Independence Day,14210,Independence Day
2080,Eyes Wide Shut,14217,Eyes Wide Shut
2163,Heist,14224,Heist
772,The Fisher King,14263,The Fisher King
271,A Fish Called Wanda,14271,A Fish Called Wanda
3170,The Kings of Summer,14291,The Kings of Summer
201,The King's Speech,14298,The Kingâ€™s Speech
1859,Kingpin,14299,Kingpin
3230,The Kingdom,14301,The Kingdom
458,Batman: Mask of the Phantasm,14326,Batman: Mask of the Phantasm
927,Batman Returns,14327,Batman Returns
66,Batman Begins,14328,Batman Begins (IMAX)
66,Batman Begins,14335,Batman Begins
2305,The Man from Earth,14336,The Man From Earth
765,A Man for All Seasons,14340,A Man for All Seasons
3150,A Man Called Horse,14344,A Man Called Horse
705,The Incredibles,14390,The Incredibles
3058,The Incredible Hulk,14393,The Incredible Hulk
4048,An Inconvenient Truth,14395,An Inconvenient Truth
4202,Eye of the Needle,14408,Eye of the Needle
612,Hedwig and the Angry Inch,14411,Hedwig and the Angry Inch
3124,"Definitely, Maybe",14428,"Definitely, Maybe"
951,Defending Your Life,14431,Defending Your Life
3247,Kingdom of Heaven,14464,Kingdom of Heaven
4224,The Next Three Days,14492,The Next Three Days
241,Batman,14511,Batman
1766,The Party,14526,The Party
1434,Leaving Las Vegas,14536,Leaving Las Vegas
1390,Leave Her to Heaven,14539,Leave Her to Heaven
2981,The Alamo,14543,The Alamo
2022,Heaven's Gate,14574,Heaven's Gate
2001,Heavy Metal,14575,Heavy Metal
466,Heavenly Creatures,14583,Heavenly Creatures
4184,First Knight,14626,First Knight
3869,Center Stage,14636,Center Stage
3642,King of the Hill,14656,King of the Hill
2444,Newsies,14689,Newsies
3872,Basquiat,14707,Basquiat
1696,The Basketball Diaries,14709,The Basketball Diaries
2920,Basket Case,14714,Basket Case
3607,Basic Instinct,14715,Basic Instinct
52,Aladdin,14744,Aladdin
2172,Incendies,14759,Incendies
146,Inception,14763,Inception
1542,Heaven Can Wait,14787,Heaven Can Wait
431,First Blood,14841,First Blood
2008,The Firm,14842,The Firm
3752,Cedar Rapids,14862,Cedar Rapids
1263,King of New York,14865,King of New York
1316,Johnny Guitar,14892,Johnny Guitar
3903,New York Stories,14898,New York Stories
2886,"New York, New York",14902,"New York, New York"
3634,The One I Love,14922,The One I Love
2377,BASEketball,14924,BASEketball
11,Barton Fink,14928,Barton Fink
577,Barry Lyndon,14935,Barry Lyndon
1141,The Maltese Falcon,14942,The Maltese Falcon
581,Mallrats,14950,Mallrats
3472,Malice,14951,Malice
2206,Lean on Me,14973,Lean on Me
931,A League of Their Own,14974,A League of Their Own
4120,In Time,15004,In Time
3883,In the Valley of Elah,15005,In the Valley of Elah
1593,Hearts of Darkness: A Filmmaker's Apocalypse,15031,Hearts of Darkness: A Filmmaker's Apocalypse
352,Heat,15032,Heat
3284,Hearts and Minds,15037,Hearts and Minds
1631,Deconstructing Harry,15057,Deconstructing Harry
2841,Firestarter,15079,Firestarter
3853,Firefox,15080,Firefox
3514,King Kong,15101,King Kong
1116,King Kong,15104,King Kong
2544,King Kong,15110,King Kong
2147,Johnny Dangerously,15120,Johnny Dangerously
1769,John Wick,15126,John Wick
4171,John Q,15130,John Q
2564,The New World,15137,The New World
3094,One Hour Photo,15150,One Hour Photo
166,One Flew Over the Cuckoo's Nest,15155,One Flew Over the Cuckoo's Nest
2032,Barfly,15171,Barfly
1418,Malcolm X,15181,Malcolm X
548,"Paris, Texas",15193,"Paris, Texas"
3144,Airport,15222,Airport
64,Airplane!,15223,Airplane!
2569,Airplane II: The Sequel,15225,Airplane II: The Sequel
2990,Airheads,15227,Airheads
1458,Air Force One,15237,Air Force One
168,In the Name of the Father,15241,In the Name of the Father
1401,In the Loop,15248,In the Loop
1815,In the Line of Fire,15249,In the Line of Fire
2196,Explorers,15255,Explorers
1896,Heartbreak Ridge,15267,Heartbreak Ridge
392,Glory,15297,Glory
4058,Gloria,15300,Gloria
3234,Fire in the Sky,15315,Fire in the Sky
4077,Fire and Ice,15319,Fire and Ice
2919,Cat's Eye,15339,Cat's Eye
1158,The King and I,15340,The King and I
3682,Kindergarten Cop,15349,Kindergarten Cop
4252,John Carter,15366,John Carter
2231,Joe Versus the Volcano,15368,Joe Versus the Volcano
2226,New Jack City,15378,New Jack City
2308,One Crazy Summer,15398,One Crazy Summer
2058,Barefoot in the Park,15406,Barefoot in the Park
3092,The Barefoot Contessa,15407,The Barefoot Contessa
3138,Barcelona,15414,Barcelona
1374,Make Way for Tomorrow,15433,Make Way for Tomorrow
1548,Parenthood,15441,Parenthood
420,Lawrence of Arabia,15450,Lawrence of Arabia
3,In the Heat of the Night,15477,In the Heat of the Night
2325,Exotica,15493,Exotica
112,The Exorcist,15496,The Exorcist
2774,The Exorcist III,15497,The Exorcist III
2913,Heart and Souls,15512,Heart and Souls
2096,Deathtrap,15521,Deathtrap
3931,Death Wish II,15526,Death Wish II
2551,Finding Neverland,15562,Finding Neverland
3148,Catfish,15567,Catfish
2805,Joe Kidd,15588,Joe Kidd
3397,Killing Them Softly,15591,Killing Them Softly
2055,Never Say Never Again,15615,Never Say Never Again
1649,Never Let Me Go,15618,Never Let Me Go
2907,Once Upon a Time in Mexico,15632,Once Upon a Time in the Midlands
3627,Make Mine Music,15644,Make Mine Music
613,Major League,15657,Major League
2419,The Parent Trap,15659,The Parent Trap
2291,Lawless,15675,Lawless
2389,ParaNorman,15679,ParaNorman
2424,Law Abiding Citizen,15680,Law Abiding Citizen
1944,In the Company of Men,15703,In the Company of Men
1487,In the Bedroom,15710,In the Bedroom
4273,Exodus,15717,Exodus
990,Exit Through the Gift Shop,15728,Exit Through the Gift Shop
1400,Death Wish,15747,Death Wish
3488,Death to Smoochy,15752,Death to Smoochy
1429,Death Race 2000,15754,Death Race 2000
704,Glengarry Glen Ross,15768,Glengarry Glen Ross
418,Finding Nemo,15776,Finding Nemo
3539,Finding Forrester,15781,Finding Forrester
39,Catch Me If You Can,15783,Catch Me if You Can
1370,Catch-22,15787,Catch-22
2945,Never Cry Wolf,15820,Never Cry Wolf
4152,Never Been Kissed,15826,Never Been Kissed
3045,Lagaan: Once Upon a Time in India,15837,Once Upon a Time in China
488,Once Upon a Time in America,15840,Once Upon a Time in America
2907,Once Upon a Time in Mexico,15841,Once Upon a Time in Mexico
3409,The Majestic,15857,The Majestic
4117,The Agony and the Ecstasy,15907,The Agony and the Ecstasy
2235,eXistenZ,15933,eXistenZ
1994,He Got Game,15954,He Got Game
2641,Death on the Nile,15958,Death on the Nile
460,Gladiator,15991,Gladiator
3291,Cat People,16007,Cat People
566,Cat on a Hot Tin Roof,16008,Cat on a Hot Tin Roof
591,Cat People,16009,Cat People
2796,Cat Ballou,16012,Cat Ballou
2021,Casualties of War,16014,Casualties of War
969,The Killers,16017,The Killers
1220,The Killing Fields,16019,The Killing Fields
2473,Killer Klowns from Outer Space,16024,Killer Klowns from Outer Space
1002,Network,16036,Network
396,Once,16060,Once
2693,The Last Castle,16099,The Last Wave
1346,The Age of Innocence,16113,The Age of Innocence
3536,Executive Decision,16140,Executive Decision
94,Cast Away,16212,Cast Away
3405,Casino Royale,16213,Casino Royale
2839,Killer Joe,16219,Killer Elite
245,Casino Royale,16221,Casino Royale
934,On the Waterfront,16262,On the Waterfront
1720,On the Town,16263,On the Town
2225,Barbarella,16279,Barbarella
1244,Last Tango in Paris,16328,Last Tango in Paris
297,The Last Temptation of Christ,16329,The Last Temptation of Christ
2154,The Last Unicorn,16330,The Last Unicorn
2126,The In-Laws,16357,The In-Laws
383,The Haunting,16392,The Haunting
1379,Excalibur,16396,Excalibur
4190,Death and the Maiden,16401,Death and the Maiden
3197,Death Becomes Her,16402,Death Becomes Her
3034,Death at a Funeral,16405,Death at a Funeral
1782,Dear Zachary: A Letter to a Son About His Father,16411,Dear Zachary: a letter to a son about his father
4146,The Final Countdown,16443,The Final Countdown
3975,Final Destination,16446,Final Destination
14,Casino,16447,Casino
1943,On the Beach,16505,On the Beach
857,On Her Majesty's Secret Service,16512,On Her Majesty's Secret Service
1325,On Golden Pond,16514,On Golden Pond
1128,Magnum Force,16537,Magnum Force
300,Magnolia,16538,Magnolia
874,The Last Starfighter,16558,The Last Starfighter
1079,Papillon,16559,Papillon
1391,The Last Seduction,16571,The Last Seduction
618,The Last Samurai,16575,The Last Samurai
350,In Cold Blood,16595,In Cold Blood
251,In Bruges,16601,In Bruges
3775,Evita,16608,Evita
4246,Evil Under the Sun,16610,Evil Under the Sun
4091,Girl with a Pearl Earring,16633,Girl with a Pearl Earring
328,The Girl with the Dragon Tattoo,16635,The Girl with the Dragon Tattoo
476,Kill Bill: Vol. 2,16682,Kill Bill: Volume 2
525,Kill Bill: Vol. 1,16684,Kill Bill: Volume 1
3859,Neighbors,16706,Neighbors
2227,The Negotiator,16710,The Negotiator
3016,The Bank Job,16724,The Bank Job
3486,Magic Mike,16750,Magic Mike
3784,The Paper,16751,The Paper
769,Paper Moon,16754,Paper Moon
449,After Hours,16783,After Hours
3744,In & Out,16789,In & Out
240,The Last Picture Show,16797,The Last Picture Show
4254,In a World...,16799,In a World...
923,Evil Dead II,16811,Evil Dead II
2633,Evil Dead,16816,Evil Dead
2956,The Girl Next Door,16854,The Girl Next Door
2375,Kids in the Hall: Brain Candy,16892,Kids in the Hall: Brain Candy
3100,Needful Things,16910,Needful Things
1918,The Omega Man,16922,The Omega Man
686,The Omen,16923,The Omen
2009,Magic,16954,Magic
1594,The Last of the Mohicans,16965,The Last of the Mohicans
3747,Last Night,16973,Last Night
924,The African Queen,16984,The African Queen
2984,The Imposter,16995,The Imposter
1945,The Impossible,16997,The Impossible
3618,The Importance of Being Earnest,16998,The Importance of Being Earnest
851,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,17005,Everything You Always Wanted to Know
2780,Everything Is Illuminated,17008,Everything is Illuminated
1902,Everyone Says I Love You,17015,Everyone Says I Love You
1007,The Hateful Eight,17022,The Hateful Eight
2460,Hatari!,17024,Hatari!
2179,"Girl, Interrupted",17045,"Girl, Interrupted"
184,Deadpool,17046,Deadpool
2960,Kids,17084,Kids
2282,The Kids Are All Right,17087,The Kids Are All Right
450,Near Dark,17109,Near Dark
966,Nebraska,17112,Nebraska
1394,Oliver!,17128,Oliver!
3431,Oliver & Company,17132,Oliver & Company
2515,Panic in the Streets,17167,Panic in the Streets
2262,Panic Room,17170,Panic Room
2588,Last Man Standing,17175,Last Man Standing
2116,Immortal Beloved,17201,Immortal Beloved
2954,Every Which Way But Loose,17214,Every Which Way but Loose
604,The Fighter,17251,The Fighter
447,Carrie,17260,Carrie
2340,Cars,17262,Cars
836,The Kid,17270,The Kid
3071,The Kid Stays in the Picture,17271,The Kid Stays in the Picture
1659,JFK,17280,JFK
2341,The Jewel of the Nile,17285,The Jewel of the Nile
1047,The Navigator,17302,The Navigator
1764,Old School,17318,Old School
1057,Bananas,17321,Bananas
1383,Bambi,17329,Bambi
3501,La Bamba,17330,La Bamba
2290,The Madness of King George,17343,The Madness of King George
4276,Pandorum,17349,Pandorum
1393,The Last King of Scotland,17373,The Last King of Scotland
2840,The Adventures of Tintin,17381,The Adventures of Tintin
1833,Imitation of Life,17383,Imitation of Life
4279,Imagine: John Lennon,17391,Imagine: John Lennon
747,The Imitation Game,17394,The Imitation Game
3380,The Harvey Girls,17418,The Harvey Girls
1265,The Dead Zone,17435,The Dead Zone
692,Gilda,17452,Gilda
119,Fight Club,17455,Fight Club
799,The Fifth Element,17468,The Fifth Element
2927,Carol,17472,Carol
1587,Carnal Knowledge,17478,Carnal Knowledge
2713,Kicking and Screaming,17482,Kicking and Screaming
3698,Kickboxer,17489,Kickboxer
841,Kick-Ass,17497,Kick-Ass
787,The Natural,17516,The Natural
1695,The Old Dark House,17523,The Old Dark House
2996,The Last House on the Left,17574,The Last House on the Left
3300,The Adventures of Sherlock Holmes,17586,The Adventures of Sherlock Holmes
1285,"The Adventures of Priscilla, Queen of the Desert",17588,"The Adventures of Priscilla, Queen of the Desert"
2047,The Adventures of Ichabod and Mr. Toad,17597,The Adventures of Ichabod and Mr. Toad
4092,The Adventures of Milo and Otis,17599,The Adventures of Mark Twain
3375,The Imaginarium of Doctor Parnassus,17603,The Imaginarium of Doctor Parnassus
2391,I'm Not There.,17609,Iâ€™m Not There
3369,Ever After: A Cinderella Story,17620,Ever After: A Cinderella Story
2137,Event Horizon,17621,Event Horizon
1056,Harry Potter and the Sorcerer's Stone,17638,Harry Potter and the Sorcererâ€™s Stone
46,Harry Potter and the Prisoner of Azkaban,17639,Harry Potter and the Prisoner of Azkaban
1267,Harry Potter and the Order of the Phoenix,17644,Harry Potter and the Order of the Phoenix
731,Dead Ringers,17650,Dead Ringers
3134,Dead Presidents,17656,Dead Presidents
2667,Gigi,17657,Gigi
3854,The Gift,17663,The Gift
4185,Fierce Creatures,17669,Fierce Creatures
3782,The Gift,17670,The Gift
603,Field of Dreams,17676,Field of Dreams
3254,Carnage,17687,Carnage
2004,Jesus Christ Superstar,17708,Jesus Christ Superstar
3490,Jesus Camp,17712,Jesus Camp
1315,Natural Born Killers,17721,Natural Born Killers
3303,National Velvet,17727,National Velvet
2428,National Treasure,17736,National Treasure
622,Pale Rider,17782,Pale Rider
1788,The Adventures of Buckaroo Banzai Across the 8th Dimension,17807,The Adventures of Buckaroo Banzai Across the 8th Dimension
2883,I'm Gonna Git You Sucka,17814,I'm Gonna Git You Sucka
1729,The Illusionist,17824,The Illusionist
895,Harry Potter and the Goblet of Fire,17830,Harry Potter and the Goblet of Fire (IMAX)
895,Harry Potter and the Goblet of Fire,17835,Harry Potter and the Goblet of Fire
1726,Harry Potter and the Half-Blood Prince,17836,Harry Potter and the Half-Blood Prince
1253,Harry Potter and the Chamber of Secrets,17837,Harry Potter and the Chamber of Secrets
57,Harry Potter and the Deathly Hallows: Part 2,17839,Harry Potter and the Deathly Hallows: Part II
3800,Harry and the Hendersons,17840,Harry and the Hendersons
889,Harry Potter and the Deathly Hallows: Part 1,17843,Harry Potter and the Deathly Hallows: Part I
2134,The Dead Pool,17848,The Dead Pool
148,Dead Poets Society,17851,Dead Poets Society
2360,Dead Men Don't Wear Plaid,17859,Dead Men Don't Wear Plaid
156,Giant,17869,Giant
459,Fiddler on the Roof,17880,Fiddler on the Roof
413,A Few Good Men,17882,A Few Good Men
1730,Carlito's Way,17891,Carlito's Way
498,Jerry Maguire,17932,Jerry Maguire
3845,"Oh, God!",17957,"Oh, God!"
1875,The Ballad of Cable Hogue,17962,The Ballad of Cable Hogue
3411,Made,17971,Made
671,The Last Emperor,17993,The Last Emperor
2867,The Painted Veil,17994,The Painted Veil
1920,The Last Dragon,18002,The Last Dragon
448,The Last Detail,18004,The Last Detail
2915,The Last Days of Disco,18010,The Last Days of Disco
1432,Adventures in Babysitting,18023,Adventures in Babysitting
4033,EuroTrip,18032,Eurotrip
3249,Harper,18050,Harper
1924,Harold & Kumar Go to White Castle,18054,Harold & Kumar Go to White Castle
1261,Dead Man Walking,18060,Dead Man Walking
132,Key Largo,18104,Key Largo
468,The Jerk,18120,The Jerk
1417,Jeremiah Johnson,18125,Jeremiah Johnson
1653,Mad Max Beyond Thunderdome,18172,Mad Max Beyond Thunderdome
35,Mad Max: Fury Road,18180,Mad Max: Fury Road
2693,The Last Castle,18204,The Last Castle
1926,Adventureland,18207,Adventureland
3205,Hardware,18261,Hardware
1901,Dead Calm,18274,Dead Calm
703,Ghostbusters II,18286,Ghostbusters II
1472,Ghost World,18289,Ghost World
294,Ghostbusters,18290,Ghostbusters
1909,The Ghost Writer,18292,The Ghost Writer
465,Ferris Bueller's Day Off,18294,Ferris Bueller's Day Off
1836,The Kentucky Fried Movie,18318,The Kentucky Fried Movie
1009,National Lampoon's Vacation,18336,National Lampoonâ€™s Vacation
2604,National Lampoon's European Vacation,18346,National Lampoon's European Vacation
1795,An Officer and a Gentleman,18350,An Officer and a Gentleman
307,Office Space,18356,Office Space
3541,Quo Vadis,18390,Quo Vadis?
2016,The Last Boy Scout,18393,The Last Boy Scout
3070,Last Action Hero,18398,Last Action Hero
2073,The Adjustment Bureau,18427,The Adjustment Bureau
3376,Igby Goes Down,18439,Igby Goes Down
583,Eternal Sunshine of the Spotless Mind,18442,Eternal Sunshine of the Spotless Mind
614,E.T. the Extra-Terrestrial,18451,ET: The Extra-Terrestrial
3647,The Hard Way,18455,The Hard Way
3447,Hard Times,18456,Hard Times
1894,Dead & Buried,18463,Dead and Buried
3285,Hard Target,18464,Hard Target
899,The Raid 2,18469,The Dead 2
1120,Dead Again,18472,Dead Again
3171,Ghost Story,18485,Ghost Story
3083,Ghost in the Shell 2: Innocence,18494,Ghost in the Shell 2: Innocence
3792,Femme Fatale,18507,Femme Fatale
1565,Capturing the Friedmans,18523,Capturing the Friedmans
856,Kelly's Heroes,18529,Kelly's Heroes
4004,Keeping the Faith,18541,Keeping the Faith
1075,National Lampoon's Christmas Vacation,18562,National Lampoon's Christmas Vacation
1214,The Machinist,18609,The Machinist
2484,Machete,18611,Machete Joe
2484,Machete,18617,Machete
4170,Pacific Heights,18621,Pacific Heights
1811,Pacific Rim,18627,Pacific Rim
4110,P.S. I Love You,18638,P.S. I Love You
551,Quiz Show,18640,Quiz Show
3265,Quigley Down Under,18645,Quigley Down Under
974,The Quiet Man,18646,The Quiet Man
2200,Quills,18647,Quills
3639,The Quiet Earth,18650,The Quiet Earth
1444,Lars and the Real Girl,18657,Lars and the Real Girl
405,A Hard Day's Night,18710,A Hard Day's Night
906,Dazed and Confused,18725,Dazed and Confused
2156,Days of Wine and Roses,18730,Days of Wine and Roses
3670,Days of Thunder,18733,Days of Thunder
195,Days of Heaven,18735,Days of Heaven
2042,Gates of Heaven,18735,Days of Heaven
2691,The Ghost and the Darkness,18745,The Ghost and the Darkness
2099,Ghost,18749,Ghost
1419,Captain Phillips,18777,Captain Phillips
2790,Of Mice and Men,18817,Of Mice and Men
2195,Bad Santa,18851,Bad Santa
3821,The Quiet American,18867,The Quiet American
959,Quick Change,18873,Quick Change
2111,The Quick and the Dead,18874,The Quick and the Dead
3780,Lantana,18886,Lantana
3566,Addams Family Values,18902,Addams Family Values
2352,The Addams Family,18903,The Addams Family
2723,Idle Hands,18913,Idle Hands
2358,Idiocracy,18918,Idiocracy
3129,Identity,18924,Identity
1841,The Ides of March,18927,The Ides of March
1702,Happy Together,18943,Happy Together
715,Captain America: The First Avenger,18994,Captain America: The First Avenger
626,Captain America: The Winter Soldier,18995,Captain America: The Winter Soldier
1956,Capote,18998,Capote
4209,The Jazz Singer,19028,The Jazz Singer
3640,JCVD,19029,JCVD
2334,Narc,19038,Narc
2203,Odd Man Out,19048,Odd Man Out
42,The Odd Couple,19049,The Odd Couple
2044,Octopussy,19050,Octopussy
1865,October Sky,19060,October Sky
832,The Bad News Bears,19063,The Bad News Bears
2017,The Queen,19096,The Queen
2480,The Land Before Time,19116,The Land Before Time
2155,Escape from the Planet of the Apes,19147,Escape from the Planet of the Apes
3546,Escape from L.A.,19153,Escape from L.A.
786,Escape from New York,19154,Escape from New York
312,Escape from Alcatraz,19155,Escape from Alcatraz
2295,Happy-Go-Lucky,19165,Happy-Go-Lucky
507,Happy Gilmore,19167,Happy Gilmore
435,The Day of the Jackal,19179,The Day of the Jackal
435,The Day of the Jackal,19183,The Day of the Dolphin
1895,Gettysburg,19187,Gettysburg
1758,Fearless,19206,Fearless
657,Cape Fear,19219,Cape Fear
1927,Jay and Silent Bob Strike Back,19252,Jay and Silent Bob Strike Back
1721,Napoleon Dynamite,19264,Napoleon Dynamite
2036,Ocean's Thirteen,19277,Ocean's Thirteen
1877,Ocean's Twelve,19279,Ocean's Twelve
497,Ocean's Eleven,19281,Ocean's Eleven
1453,Bad Lieutenant,19287,Bad Lieutenant
2520,Bad Lieutenant: Port of Call New Orleans,19291,Bad Lieutenant: Port of Call New Orleans
1800,The Ice Storm,19331,The Ice Storm
3424,Happy Birthday to Me,19359,Happy Birthday To Me
655,Day of the Dead,19367,Day of the Dead
4141,The Day After Tomorrow,19378,The Day After Tomorrow
917,The Getaway,19380,The Getaway
1127,Dawn of the Planet of the Apes,19387,Dawn of the Planet of the Apes
2090,Get Shorty,19389,Get Shorty
335,Fear and Loathing in Las Vegas,19404,Fear and Loathing in Las Vegas
2610,Can't Hardly Wait,19411,Can't Hardly Wait
2322,Can't Buy Me Love,19413,Canâ€™t Buy Me Love
2409,The Cannonball Run,19416,The Cannonball Run
3346,Jaws 2,19432,Jaws 2
589,Jaws,19434,Jaws
3471,Obvious Child,19468,Obvious Child
4056,Observe and Report,19474,Observe and Report
3240,Oblivion,19482,Oblivion
3774,Bad Boys II,19490,Bad Boys II
2088,Across the Universe,19529,Across the Universe
3055,Erin Brockovich,19568,Erin Brockovich
1511,Happiness,19571,Happiness
500,Shaun of the Dead,19582,Dawn of the Dead
1739,Dawn of the Dead,19582,Dawn of the Dead
3101,Get Him to the Greek,19604,Get Him to the Greek
837,Faust,19621,Faust
3559,The Fault in Our Stars,19632,The Fault in Our Stars
1980,Candyman,19634,Candyman
2958,Jarhead,19668,Jarhead
1376,The Name of the Rose,19687,The Name of the Rose
702,Naked Lunch,19695,Naked Lunch
3090,Bad Boys,19707,Bad Boys
2330,Bad Boys,19710,Bad Boys
1960,Quantum of Solace,19732,Quantum of Solace
3786,The Lair of the White Worm,19743,The Lair of the White Worm
790,Ace Ventura: Pet Detective,19762,Ace Ventura: Pet Detective
2024,Ace Ventura: When Nature Calls,19763,Ace Ventura: When Nature Calls
2048,Ice Age,19767,Ice Age
3692,I Was a Male War Bride,19773,I Was a Male War Bride
4150,I Want to Live!,19774,I Want To Live!
973,Eraserhead,19783,Eraserhead
3610,Hannibal,19811,Hannibal
1187,Dave,19815,Dave
3002,Father of the Bride,19850,Father of the Bride
2083,Father of the Bride,19852,Father of the Bride
757,The Karate Kid,19877,The Karate Kid
2463,The Karate Kid Part II,19878,"The Karate Kid, Part II"
1446,The Naked Gun: From the Files of Police Squad!,19897,The Naked Gun: From the Files of Police Squad!
2889,Jane Eyre,19898,Jane Eyre
3877,Naked Gun 33 1/3: The Final Insult,19899,Naked Gun 33 1/3: The Final Insult
2708,The Naked Gun 2½: The Smell of Fear,19900,The Naked Gun 2Â½: The Smell of Fear
496,"O Brother, Where Art Thou?",19932,"O Brother, Where Art Thou?"
916,Ladyhawke,19963,Ladyhawke
274,Ace in the Hole,19975,Ace in the Hole
2370,The Accused,19985,The Accused
1553,Equilibrium,20003,Equilibrium
547,Hannah and Her Sisters,20022,Hannah and Her Sisters
1864,Hanna,20031,Hanna
2435,George Washington,20058,George Washington
2537,Father Goose,20064,Father Goose
2710,Fatal Attraction,20075,Fatal Attraction
3756,James and the Giant Peach,20123,James and the Giant Peach
2176,Backdraft,20145,Backdraft
647,Back to the Future Part II,20149,Back to the Future Part II
455,Back to the Future Part III,20151,Back to the Future Part III
103,Back to the Future,20152,Back to the Future
2731,Back to School,20153,Back to School
1767,Lady and the Tramp,20166,Lady and the Tramp
4214,Accepted,20186,Accepted
286,The Abyss,20187,The Abyss
2148,"I, Robot",20203,"I, Robot"
45,The Hangover,20230,The Hangover
764,My Darling Clementine,20232,My Darling Clementine
1457,Darkman,20244,Darkman
1066,Gentlemen Prefer Blondes,20251,Gentlemen Prefer Blondes
1990,Gentleman's Agreement,20257,Gentleman's Agreement
1531,"Faster, Pussycat! Kill! Kill!",20272,"Faster, Pussycat! Kill! Kill!"
2706,Camelot,20281,Camelot
2581,Bachelor Party,20340,Bachelor Party
824,Labyrinth,20350,Labyrinth
3458,Absolute Power,20366,Absolute Power
3174,I Married a Witch,20369,I Married a Witch
229,Enter the Dragon,20390,Enter the Dragon
1816,Hang 'Em High,20394,Hang 'em High
3841,The Hand That Rocks the Cradle,20406,The Hand That Rocks the Cradle
877,Fast Times at Ridgemont High,20436,Fast Times at Ridgemont High
3934,"Fast, Cheap & Out of Control",20446,"Fast, Cheap & Out of Control"
2270,Calvary,20451,Calvary
2417,Fast Five,20453,Fast Five
2368,Kalifornia,20474,Kalifornia
2879,Jailhouse Rock,20479,Jailhouse Rock
3223,The Bachelor and the Bobby-Soxer,20486,The Bachelor and the Bobby-Soxer
3964,Jagged Edge,20489,Jagged Edge
3024,Absence of Malice,20517,Absence of Malice
3290,I Love You to Death,20525,I Love You to Death
771,"I Love You, Man",20530,"I Love You, Man"
3076,Enron: The Smartest Guys in the Room,20532,Enron: The Smartest Guys in the Room
3363,Enough Said,20537,Enough Said
3818,Hancock,20543,Hancock
947,Dark Passage,20558,Dark Passage
3611,The Fast and the Furious,20582,The Fast and the Furious
3297,Fast & Furious 6,20589,Fast and Furious 6
1665,Jacob's Ladder,20633,Jacob's Ladder
4075,Above the Law,20660,Above the Law
1246,About Time,20672,About Time
30,The Dark Knight Rises,20710,The Dark Knight Rises
167,The Dark Knight,20711,The Dark Knight
1001,Fargo,20726,Fargo
2178,Destroy All Monsters,20741,Destroy all Monsters
3919,Invasion of Astro-Monster,20744,Invasion of Astro-Monster
4097,About Last Night...,20770,About Last Night...
3502,About Schmidt,20774,About Schmidt
1524,About a Boy,20780,About a Boy
1348,The Enforcer,20793,The Enforcer
2522,The English Patient,20798,The English Patient
2677,Hamburger Hill,20800,Hamburger Hill
3292,Hamlet,20802,Hamlet
4269,The Dark Half,20804,The Dark Half
2489,California Split,20839,California Split
568,Kagemusha,20847,Kagemusha
4281,Kafka,20848,Kafka
127,Jackie Brown,20859,Jackie Brown
2865,Jackass: The Movie,20865,Jackass: The Movie
4175,Jackass Number Two,20867,Jackass: Number Two
1501,L.A. Story,20890,L.A. Story
2158,The Sea Inside,20906,The I Inside
1556,The Dark Crystal,20925,The Dark Crystal
